TMA,Version,5.1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0730-full,,,full,full,full;bot;,full,full,full,full
.,,,Confidential,,,,,Server,,Server,Server,Server,,,,Server,,Server,Server,,Server,,Server,,Server,,Server,,Server,,,,,,,,,,,;bot;EDP;perf,,,,
RET,,,Microcode_Sequencer,,,,,,,,,,UOPS_RETIRED.MS / SLOTS,,,,,,,,,,,,,,,,,#Retire_Fraction * IDQ.MS_UOPS / SLOTS,SNB/JKT/IVB/IVT/HSW/HSX/BDW/BDX/SKL/KBL/KBLR/CFL/SKX/CLX/CPX/ICL/ICX/TGL/RKL ? IDQ.MS_UOPS : UOPS_RETIRED.MS,Slots,This metric represents fraction of slots the CPU was retiring uops fetched by the Microcode Sequencer (MS) unit.  The MS is used for CISC instructions not supported by the default decoders (like repeat move strings; or CPUID); or by microcode assists used to address some operation modes (like in Floating Point assists). These cases can often be avoided.,> 0.05 & P; $issueMC; $issueMS,4.5,MicroSeq,,pub/v3,L3,;bot;,,,, #Link: repeat move strings
RET,,,,Assists,,,,,,,,,#Avg_Assist_Cost * ASSISTS.ANY / SLOTS,,,,#Avg_Assist_Cost * ASSISTS.ANY / SLOTS,,,,,#Avg_Assist_Cost * ( FP_ASSIST.ANY + OTHER_ASSISTS.ANY ) / SLOTS,,,,,,#Avg_Assist_Cost * OTHER_ASSISTS.ANY_WB_ASSIST / SLOTS,,#NA,SNB/JKT ? #NA : IVB/IVT/HSW/HSX/BDW/BDX ? OTHER_ASSISTS.ANY_WB_ASSIST : SKL/KBL/KBLR/CFL/SKX/CLX/CPX ? OTHER_ASSISTS.ANY : ASSISTS.ANY,Slots_Estimated,This metric estimates fraction of slots the CPU retired uops delivered by the Microcode_Sequencer as a result of Assists. Assists are long sequences of uops that are required in certain corner-cases for operations that cannot be handled natively by the execution pipeline. For example; when working with very small floating point values (so-called Denormals); the FP units are not set up to perform these operations natively. Instead; a sequence of instructions to perform the computation on the Denormals is injected into the pipeline. Since these microcode sequences might be dozens of uops long; Assists can be extremely deleterious to performance and they can be avoided in many cases.,> 0.1 & P,4.6,BvIO;,1.0,pub/v4.6,L4,;bot;,,,,
RET,,,,,Page_Faults,,,,,,,,99 * ASSISTS.PAGE_FAULT / SLOTS,,,,,,,,,,,,,,,,,,,Slots_Estimated,This metric roughly estimates fraction of slots the CPU retired uops as a result of handing Page Faults. A Page Fault may apply on first application access to a memory page. Note operating system handling of page faults accounts for the majority of its cost.,> 0.05,4.4,,,,L5,,,,,
RET,,,,,FP_Assists,,,,,,,,30 * ASSISTS.FP / SLOTS,,,,34 * ASSISTS.FP / SLOTS,,,,,34 * FP_ASSIST.ANY / SLOTS,,,,,,,,,,Slots_Estimated,This metric roughly estimates fraction of slots the CPU retired uops as a result of handing Floating Point (FP) Assists. FP Assist may apply when working with very small floating point values (so-called Denormals).,> 0.1,4.6,HPC,,,L5,,,ZeroOk,"Consider DAZ (Denormals Are Zero) and/or FTZ (Flush To Zero) options in your compiler; ""-ffast-math"" with -O2 in GCC for example. This option may improve performance if the denormal values are not critical in your application. Also note that the DAZ and FTZ modes are not compatible with the IEEE Standard 754.",https://www.intel.com/content/www/us/en/develop/documentation/vtune-help/top/reference/cpu-metrics-reference/bad-speculation-back-end-bound-pipeline-slots/fp-assists.html
RET,,,,,AVX_Assists,,,,,,,,63 * ASSISTS.SSE_AVX_MIX / SLOTS,,,,,,,,,,,,,,,,,,,Slots_Estimated,This metric estimates fraction of slots the CPU retired uops as a result of handing SSE to AVX* or AVX* to SSE transition Assists. ,> 0.1,4.6,HPC,,,L5,,,ZeroOk,,
RET,,,,CISC,,,,,,,,,,,,,,,,,,,,,,,,"max( 0 , Microcode_Sequencer - Assists )",,#NA,MTL/ADL/SPR/SPR-HBM ? FRONTEND_RETIRED.MS_FLOWS : #NA,Slots,This metric estimates fraction of cycles the CPU retired uops originated from CISC (complex instruction set computer) instruction. A CISC instruction has multiple uops that are required to perform the instruction's functionality as in the case of read-modify-write as an example. Since these instructions require multiple uops they may or may not imply sub-optimal use of machine resources.,> 0.1 & P,4.4,,,,L4,,,,,
.,metrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,2.5,,,pub/v3,-,;bot;,,,,
Info.Botlnk.L0,Core_Bound_Likely,,,,,,#NA,,,,,,,,,,,,,,,100 * ( 1 - Core_Bound / Ports_Utilization if Core_Bound < Ports_Utilization else 1 ) if SMT_2T_Utilization > 0.5 else 0,,,,,,,,,,Metric,Probability of Core Bound bottleneck hidden by SMT-profiling artifacts,> 0.5,4.7,Cor;SMT,1.0,,0,,,InTree+SMT_2T_Utilization,Tip: consider analysis with SMT disabled,
Info.Thread,IPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / CLKS,,Metric,Instructions Per Cycle (per Logical Processor),,4.3,Ret;Summary,#Pipeline_Width + 2,pub/v3,L1,;bot;EDP;perf;VTune,,,,
Info.Thread,UopPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#Retired_Slots / INST_RETIRED.ANY,,Metric,Uops Per Instruction,> 1.05,4.5,Pipeline;Ret;Retire,2.0,pub/v3,L1,;EDP;perf,,,,
Info.Thread,UpTB,,,,,,,,,,,,,,,,,,,,,,,,,,,#Retired_Slots / BR_INST_RETIRED.NEAR_TAKEN,,,,Metric,Uops per taken branch,< #Pipeline_Width * 1.5,4.8,Branches;Fed;FetchBW,,pub/5.0,i,;bot;perf,,,,
Info.Thread,CPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 / IPC,,Metric,Cycles Per Instruction (per Logical Processor),,2.7,Pipeline;Mem,,pub/v3,i,;EDP;perf;VTune,,,,
Info.Thread,CLKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPU_CLK_UNHALTED.THREAD,,Count,Per-Logical Processor actual clocks when the Logical Processor is active.,,4.2,Pipeline,,pub/v3,L1,;bot;EDP;perf;VTune,,,,
Info.Thread,SLOTS,,,,,,TOPDOWN.SLOTS:perf_metrics if #PERF_METRICS_MSR else TOPDOWN.SLOTS_P,,,,,,,,,,TOPDOWN.SLOTS:perf_metrics if #PERF_METRICS_MSR else TOPDOWN.SLOTS,,,,,,,,,,,,,#Pipeline_Width * CORE_CLKS,,Count,Total issue-pipeline slots (per-Physical Core till ICL; per-Logical Processor ICL onward),,4.3,TmaL1,,pub/v3,L1,;bot;EDP;perf;VTune,,,,
Info.Thread,Slots_Utilization,,,,,,#NA,,,,,,,,,,SLOTS / ( TOPDOWN.SLOTS:percore / 2 ) if #SMT_on else 1,,,,,,,,,,,,,#NA,,Metric,Fraction of Physical Core issue-slots utilized by this Logical Processor,,4.1,SMT;TmaL1,1.0,,i,,,,,
Info.Thread,Execute_per_Issue,,,,,,,,,,,,,,,,,,,,,,,UOPS_EXECUTED.THREAD / UOPS_ISSUED.ANY,,#NA,,UOPS_EXECUTED.THREAD / UOPS_ISSUED.ANY,,UOPS_DISPATCHED.THREAD / UOPS_ISSUED.ANY,,Metric,"The ratio of Executed- by Issued-Uops. Ratio > 1 suggests high rate of uop micro-fusions. Ratio < 1 suggest high rate of ""execute"" at rename stage.",,4.3,Cor;Pipeline,,,,,,,,
Info.Core,CoreIPC,,,,,,#NA,,,,,,,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / CORE_CLKS,,Core_Metric,Instructions Per Cycle across hyper-threads (per physical core),,4.3,Ret;SMT;TmaL1,#Pipeline_Width + 2,pub/v3,1,;EDP;perf,,,,
Info.Core,FLOPc,,,,,,#FLOP_Count / CLKS,,,,,,,,,,,,,,,,,#FLOP_Count / CORE_CLKS,,#NA,,,,#FLOP_Count / CORE_CLKS,,Core_Metric,Floating Point Operations Per Cycle,,4.8,Ret;Flops,10.0,pub/v3,i,;perf,,,,
Info.Core,FP_Arith_Utilization,,,,,,( FP_ARITH_DISPATCHED.V0 + FP_ARITH_DISPATCHED.V1 + FP_ARITH_DISPATCHED.V2 + FP_ARITH_DISPATCHED.V3 ) / ( 4 * CLKS ),,,,,,( FP_ARITH_DISPATCHED.PORT_0 + FP_ARITH_DISPATCHED.PORT_1 + FP_ARITH_DISPATCHED.PORT_5 ) / ( 2 * CORE_CLKS ),,,,,,,,,,,( #FP_Arith_Scalar + #FP_Arith_Vector ) / ( 2 * CORE_CLKS ),,,,,,#NA,,Core_Metric,Actual per-core usage of the Floating Point non-X87 execution units (regardless of precision or vector-width). Values > 1 are possible due to ([BDW+] Fused-Multiply Add (FMA) counting - common; [ADL+] use all of ADD/MUL/FMA in Scalar or 128/256-bit vectors - less common).,,4.8,Cor;Flops;HPC,2.0,,i,;EDP,,,,
Info.Core,ILP,,,,,,,,,,,,,,,,,,,,,,,UOPS_EXECUTED.THREAD / UOPS_EXECUTED.THREAD:c1,,( UOPS_EXECUTED.CORE / 2 / #Execute_Cycles ) if #SMT_on else UOPS_EXECUTED.CORE / #Execute_Cycles,,UOPS_EXECUTED.THREAD / UOPS_EXECUTED.THREAD:c1,,UOPS_DISPATCHED.THREAD / #Execute_Cycles,,Metric,Instruction-Level-Parallelism (average number of uops executed when there is execution) per thread (logical-processor),,4.7,Backend;Cor;Pipeline;PortsUtil,#Exe_Ports,pub/v3,i,;EDP;perf,,,,
Info.Core,EPC,,,,,,,,,,,,,,,,,,,,,UOPS_EXECUTED.THREAD / CLKS,,,,,,,,,,Metric,uops Executed per Cycle,,4.6,Power,20.0,,,;EDP;perf,,,,
Info.Core,CORE_CLKS,,,,,,#NA,,,,,,,,,,CPU_CLK_UNHALTED.DISTRIBUTED if #SMT_on else CLKS,,,,,,,,,,,,,( ( CPU_CLK_UNHALTED.THREAD / 2 ) * ( 1 + CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE / CPU_CLK_UNHALTED.REF_XCLK ) ) if #EBS_Mode else ( CPU_CLK_UNHALTED.THREAD_ANY / 2 ) if #SMT_on else CLKS,,Count,Core actual clocks when any Logical Processor is active on the Physical Core,,4.1,SMT,,pub/v3,1,;bot;perf;vtune,,,,
Info.Inst_Mix,IpLoad,,,,,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / MEM_INST_RETIRED.ALL_LOADS,,,,,,INST_RETIRED.ANY / MEM_UOPS_RETIRED.ALL_LOADS_PS,,,,Inst_Metric,Instructions per Load (lower number means higher occurrence rate),< 3,4.6,InsType,,pub/v3.2,i,;perf,,,Tip: reduce memory accesses,#Link Opt Guide section: Minimize Register Spills
Info.Inst_Mix,IpStore,,,,,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / MEM_INST_RETIRED.ALL_STORES,,,,,,INST_RETIRED.ANY / MEM_UOPS_RETIRED.ALL_STORES_PS,,,,Inst_Metric,Instructions per Store (lower number means higher occurrence rate),< 8,4.6,InsType,,pub/v3.2,i,;perf,,,Tip: reduce memory accesses,#Link Opt Guide section: Minimize Register Spills
Info.Inst_Mix,IpBranch,,,,,,,,,,,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / BR_INST_RETIRED.ALL_BRANCHES,,,,Inst_Metric,Instructions per Branch (lower number means higher occurrence rate),< 8,3.2,Branches;Fed;InsType,,pub/v3.2,i,;perf,,,,
Info.Inst_Mix,IpCall,,,,,,,,,,,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / BR_INST_RETIRED.NEAR_CALL,,,,Inst_Metric,Instructions per (near) call (lower number means higher occurrence rate),< 200,4.7,Branches;Fed;PGO,,pub/v3.4,i,;perf,,,,
Info.Inst_Mix,IpTB,,,,,,,,,,,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / BR_INST_RETIRED.NEAR_TAKEN,,,,Inst_Metric,Instructions per taken branch,< #Pipeline_Width * 2 + 1; $issueFB,4.5,Branches;Fed;FetchBW;Frontend;PGO,,pub/v3.2,i,;EDP;perf,,,,
Info.Inst_Mix,BpTkBranch,,,,,,,,,,,,,,,,,,,,,,,,,,,BR_INST_RETIRED.ALL_BRANCHES / BR_INST_RETIRED.NEAR_TAKEN,,,,Metric,Branch instructions per taken branch. ,,4.0,Branches;Fed;PGO,,pub/v3.2,i,;perf,,,Can be used to approximate PGO-likelihood for non-loopy codes.,
Info.Inst_Mix,IpFLOP,,,,,,,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / #FLOP_Count,,,,,,,,Inst_Metric,Instructions per Floating Point (FP) Operation (lower number means higher occurrence rate),< 10,4.8,Flops;InsType,,pub/v4,i,;perf,,,Reference: Tuning Performance via Metrics with Expectations,https://doi.org/10.1109/LCA.2019.2916408
Info.Inst_Mix,IpArith,,,,,,,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / ( #FP_Arith_Scalar + #FP_Arith_Vector ),,#NA,,1 / ( FP_Scalar + FP_Vector ),,,,Inst_Metric,Instructions per FP Arithmetic instruction (lower number means higher occurrence rate). Values < 1 are possible due to intentional FMA double counting. Approximated prior to BDW.,< 10,4.8,Flops;InsType,,,i,,,,,
Info.Inst_Mix,IpArith_Scalar_HP,,,,,,,,,,,INST_RETIRED.ANY / FP_ARITH_INST_RETIRED2.SCALAR if #FP16 else #NA,,,,,,,,,,,,,,,,,,,,Inst_Metric,Instructions per FP Arithmetic Scalar Half-Precision instruction (lower number means higher occurrence rate). Values < 1 are possible due to intentional FMA double counting.,< 10,4.7,Flops;FpScalar;InsType;Server,,,i,,,,,
Info.Inst_Mix,IpArith_Scalar_SP,,,,,,INST_RETIRED.ANY / FP_ARITH_OPS_RETIRED.SCALAR_SINGLE,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / FP_ARITH_INST_RETIRED.SCALAR_SINGLE,,,,,,#NA,,Inst_Metric,Instructions per FP Arithmetic Scalar Single-Precision instruction (lower number means higher occurrence rate). Values < 1 are possible due to intentional FMA double counting.,< 10,4.7,Flops;FpScalar;InsType,,,i,,,,,
Info.Inst_Mix,IpArith_Scalar_DP,,,,,,INST_RETIRED.ANY / FP_ARITH_OPS_RETIRED.SCALAR_DOUBLE,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,,,,,,#NA,,Inst_Metric,Instructions per FP Arithmetic Scalar Double-Precision instruction (lower number means higher occurrence rate). Values < 1 are possible due to intentional FMA double counting.,< 10,4.7,Flops;FpScalar;InsType,,,i,,,,,
Info.Inst_Mix,IpArith_AVX128,,,,,,INST_RETIRED.ANY / ( FP_ARITH_OPS_RETIRED.128B_PACKED_DOUBLE + FP_ARITH_OPS_RETIRED.128B_PACKED_SINGLE ),,,,,INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE + FP_ARITH_INST_RETIRED2.128B_PACKED_HALF ) if #FP16 else INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE ),,,,INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE ),,INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE + FP_ARITH_INST_RETIRED2.128BIT_PACKED_BF16 ),,,,,,INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE ),,,,,,#NA,,Inst_Metric,Instructions per FP Arithmetic AVX/SSE 128-bit instruction (lower number means higher occurrence rate). Values < 1 are possible due to intentional FMA double counting.,< 10,4.8,Flops;FpVector;InsType,,,i,,,,,
Info.Inst_Mix,IpArith_AVX256,,,,,,INST_RETIRED.ANY / ( FP_ARITH_OPS_RETIRED.256B_PACKED_DOUBLE + FP_ARITH_OPS_RETIRED.256B_PACKED_SINGLE ),,,,,INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE + FP_ARITH_INST_RETIRED2.256B_PACKED_HALF ) if #FP16 else INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE ),,,,INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE ),,INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE + FP_ARITH_INST_RETIRED2.256BIT_PACKED_BF16 ),,,,,,INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE ),,,,,,#NA,,Inst_Metric,Instructions per FP Arithmetic AVX* 256-bit instruction (lower number means higher occurrence rate). Values < 1 are possible due to intentional FMA double counting.,< 10,4.8,Flops;FpVector;InsType,,,i,,,,,
Info.Inst_Mix,IpArith_AVX512,,,,,,,,,,,INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.512B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE + FP_ARITH_INST_RETIRED2.512B_PACKED_HALF ) if #FP16 else INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.512B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE ),#NA,,,,INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.512B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE ),INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.512B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE + FP_ARITH_INST_RETIRED2.512BIT_PACKED_BF16 ),,,INST_RETIRED.ANY / ( FP_ARITH_INST_RETIRED.512B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE ),,,,,,,,,#NA,,Inst_Metric,Instructions per FP Arithmetic AVX 512-bit instruction (lower number means higher occurrence rate). Values < 1 are possible due to intentional FMA double counting.,< 10,4.8,Flops;FpVector;InsType,,,i,,,,,
Info.Inst_Mix,IpPause,,,,,,,,,,,,Instructions / CPU_CLK_UNHALTED.PAUSE_INST,,,,Instructions / MISC_RETIRED.PAUSE_INST,,,Instructions / ROB_MISC_EVENTS.PAUSE_INST,,,,,,,,,,,,Inst_Metric,Instructions per PAUSE (lower number means higher occurrence rate),,4.7,Flops;FpVector;InsType,,,,,,,,
Info.Inst_Mix,IpSWPF,,,,,,INST_RETIRED.ANY / MEM_INST_RETIRED.ALL_SWPF,,,,,,,,,,,,,,,INST_RETIRED.ANY / SW_PREFETCH_ACCESS.ANY,,,,,,,,,,Inst_Metric,Instructions per Software prefetch instruction (of any type: NTA/T0/T1/T2/Prefetch) (lower number means higher occurrence rate),< 100,4.9,Prefetches,1000,,i,,,,,
Info.Inst_Mix,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INST_RETIRED.ANY,INST_RETIRED.PREC_DIST,Count,Total number of retired Instructions,,4.0,Summary;TmaL1,,pub/v3.2,L1,;perf,,,,
Info.Pipeline,Retire,,,,,,,,,,,,,,,,#Retired_Slots / UOPS_RETIRED.SLOTS:c1,,,,,,,,,,,,,#Retired_Slots / UOPS_RETIRED.RETIRE_SLOTS:c1,,Metric,Average number of Uops retired in cycles where at least one uop has retired.,,4.4,Pipeline;Ret,,,,,,,,
Info.Pipeline,Strings_Cycles,,,,,,,,,,,,INST_RETIRED.REP_ITERATION / UOPS_RETIRED.SLOTS:c1,,,,,,,,,,,,,,,,,,,Metric,Estimated fraction of retirement-cycles dealing with repeat instructions,> 0.1,4.4,MicroSeq;Pipeline;Ret,,,3,;EDP;perf,,,,
Info.Pipeline,IpAssist,,,,,,,,,,,,,,,,INST_RETIRED.ANY / ASSISTS.ANY,,,,,INST_RETIRED.ANY / ( FP_ASSIST.ANY + OTHER_ASSISTS.ANY ),,,,,,,,,,Inst_Metric,Instructions per a microcode Assist invocation. See Assists tree node for details (lower number means higher occurrence rate),< 100000,4.6,MicroSeq;Pipeline;Ret;Retire,,pub/v4.6,,,,,,
Info.Pipeline,Execute,,,,,,#NA,,,,,,,,,,,,,,,,,UOPS_EXECUTED.THREAD / #Execute_Cycles,,#NA,,UOPS_EXECUTED.THREAD / #Execute_Cycles,,,,Metric,Mem;Backend;CacheHits,,4.7,Cor;Pipeline;PortsUtil;SMT,#Exe_Ports,,i,,,,,
Info.Pipeline,Fetch_LSD,,,,,,,#NA,,,,#NA,,,,#NA,,,#NA,LSD.UOPS / LSD.CYCLES_ACTIVE,,,,,,,,,,#NA,,Metric,Average number of uops fetched from LSD per cycle,,5.02,Fed;FetchBW,,,,,,,,
Info.Pipeline,Fetch_DSB,,,,,,,,,,,,,,,,,,,,,IDQ.DSB_UOPS / IDQ.DSB_CYCLES_ANY,,,,,,,,,,Metric,Average number of uops fetched from DSB per cycle,,4.8,Fed;FetchBW,,,,,,,,
Info.Pipeline,Fetch_MITE,,,,,,,,,,,,,,,,IDQ.MITE_UOPS / IDQ.MITE_CYCLES_ANY,,,,,IDQ.MITE_UOPS / IDQ.MITE_CYCLES,,,,,,,,,,Metric,Average number of uops fetched from MITE per cycle,,4.8,Fed;FetchBW,,,,,,,,
Info.Pipeline,Fetch_MS,,,,,,IDQ.MS_UOPS / IDQ.MS_UOPS:c1,,,,,,#NA,,,,,,,,,IDQ.MS_UOPS / IDQ.MS_UOPS:c1,,,,,,,,,,Metric,Average number of uops fetched from MS per cycle,,5.1,Fed;FetchLat;MicroSeq,,,,,,,,
Info.Frontend,Fetch_UpC,,,,,,,,,,,,,,,,,,,,,UOPS_ISSUED.ANY / UOPS_ISSUED.ANY:c1,,,,,,,,,,Metric,Average number of Uops issued by front-end when it issued something,,4.3,Fed;FetchBW,6.0,pub/v4.5,,,,,,
Info.Frontend,LSD_Coverage,,,,,,,#NA,,,,#NA,,,,#NA,,,#NA,LSD.UOPS / #Fetched_Uops,,,,,,,,,,#NA,,Metric,Fraction of Uops delivered by the LSD (Loop Stream Detector; aka Loop Cache),,5.02,Fed;LSD,1.0,pub/v4,i,;perf,,,,
Info.Frontend,DSB_Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDQ.DSB_UOPS / #Fetched_Uops,,Metric,Fraction of Uops delivered by the DSB (aka Decoded ICache; or Uop Cache),< 0.7 & #HighIPC; $issueFB,4.5,DSB;Fed;FetchBW,1.0,pub/v3,i,;perf;vtune,,,See section 'Decoded ICache' in Optimization Manual,http://www.intel.com/content/www/us/en/architecture-and-technology/64-ia-32-architectures-optimization-manual.html
Info.Frontend,Unknown_Branch_Cost,,,,,,,,,,,,INT_MISC.UNKNOWN_BRANCH_CYCLES / INT_MISC.UNKNOWN_BRANCH_CYCLES:c1:e1,,,,,,,,,,,,,,,,,,,Metric,Average number of cycles the front-end was delayed due to an Unknown Branch detection. See Unknown_Branches node.,,4.6,Fed,,,,,,,,
Info.Frontend,DSB_Switch_Cost,,,,,,,,,,,,,,,,DSB2MITE_SWITCHES.PENALTY_CYCLES / DSB2MITE_SWITCHES.PENALTY_CYCLES:c1:e1,,,,,DSB2MITE_SWITCHES.PENALTY_CYCLES / DSB2MITE_SWITCHES.COUNT,,,,,,,,,,Metric,Average number of cycles of a switch from the DSB fetch-unit to MITE fetch unit - see DSB_Switches tree node for details.,,4.4,DSBmiss,,,,,,,,
Info.Frontend,TBpC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR_INST_RETIRED.NEAR_TAKEN / CLKS,,Metric,Taken Branches retired Per Cycle,,5.0,Branches;FetchBW,,,,,,,,
Info.Botlnk.L2,DSB_Misses,,,,,,,,,,,,,,,,,,,,,100 * ( Fetch_Latency * DSB_Switches / ##Fetch_Latency + Fetch_Bandwidth * MITE / ##Fetch_Bandwidth ),,,,,,,,,,Scaled_Slots,Total pipeline cost of DSB (uop cache) misses - subset of the Instruction_Fetch_BW Bottleneck.,> 10; $issueFB,4.5,DSBmiss;Fed,,pub/v4.3,0,;EDP;perf;VTune,,InTree,,
Info.Botlnk.L2,DSB_Bandwidth,,,,,,,,,,,,,,,,,,,,,100 * ( Frontend_Bound * ( Fetch_Bandwidth / ##Frontend_Bound ) * ( DSB / ##Fetch_Bandwidth ) ),,,,,,,,,,Scaled_Slots,Total pipeline cost of DSB (uop cache) hits - subset of the Instruction_Fetch_BW Bottleneck.,> 10; $issueFB,4.8,DSB;Fed;FetchBW,,,0,;EDP;perf;VTune,,InTree,,
Info.Frontend,DSB_Switches_Ret,,,,,,,,FRONTEND_RETIRED.ANY_DSB_MISS*$PEBS / CLKS,,,,,,,,,,,,,,,,,,,,,,,Clocks_Retired,This metric represents fraction of cycles the CPU retirement was stalled likely due to retired DSB misses,> 0.05,5.0,DSBmiss;Fed;FetchLat,,,3,,,,,
Info.Frontend,MS_Latency_Ret,,,,,,,,FRONTEND_RETIRED.MS_FLOWS*$PEBS / CLKS,,,,,,,,,,,,,,,,,,,,,,,Clocks_Retired,This metric represents fraction of cycles the CPU retirement was stalled likely due to retired operations that invoke the Microcode Sequencer,> 0.05,5.0,Fed;FetchLat;MicroSeq,,,3,,,,,
Info.Frontend,Unknown_Branches_Ret,,,,,,,,FRONTEND_RETIRED.UNKNOWN_BRANCH*$PEBS / CLKS,,,,,,,,,,,,,,,,,,,,,,,Clocks_Retired,This metric represents fraction of cycles the CPU retirement was stalled likely due to retired branches who got branch address clears,,5.0,Fed;FetchLat,,,3,,,,,
Info.Frontend,ICache_Miss_Latency,,,,,,,,ICACHE_DATA.STALLS / ICACHE_DATA.STALL_PERIODS,,,,ICACHE_DATA.STALLS / ICACHE_DATA.STALLS:c1:e1,,,,ICACHE_16B.IFDATA_STALL / ICACHE_16B.IFDATA_STALL:c1:e1,,,,,ICACHE_16B.IFDATA_STALL / ICACHE_16B.IFDATA_STALL:c1:e1  + 2,,,,,,,,,,Metric,Average Latency for L1 instruction cache misses,,4.5,Fed;FetchLat;IcMiss,,,3,,,,,
Info.Botlnk.L2,IC_Misses,,,,,,,,,,,,,,,,,,,,,100 * ( Fetch_Latency * ICache_Misses / ##Fetch_Latency ),,,,,,,,,,Scaled_Slots,Total pipeline cost of Instruction Cache misses - subset of the Big_Code Bottleneck.,> 5; $issueFL,4.5,Fed;FetchLat;IcMiss,,,0,,,InTree,,
Info.Frontend,IpDSB_Miss_Ret,,,,,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / FRONTEND_RETIRED.ANY_DSB_MISS,,,,,,,,,,Inst_Metric,Instructions per non-speculative DSB miss (lower number means higher occurrence rate),< 50,4.3,DSBmiss;Fed,,,3,;EDP;perf,,,,
Info.Frontend,IpUnknown_Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,Instructions / BACLEARS.ANY,,,,Metric,Instructions per speculative Unknown Branch Misprediction (BAClear) (lower number means higher occurrence rate),,4.5,Fed,,,i,EDP,,,,
Info.Frontend,L2MPKI_Code,,,,,,,,,,,,,,,,,,,,,1000 * FRONTEND_RETIRED.L2_MISS / INST_RETIRED.ANY,,,,,,,,,,Metric,L2 cache true code cacheline misses per kilo instruction ,,4.5,IcMiss,,,i,,,,,
Info.Frontend,L2MPKI_Code_All,,,,,,,,,,,,,,,,,,,,,1000 * L2_RQSTS.CODE_RD_MISS / INST_RETIRED.ANY,,,,,,,,,,Metric,L2 cache speculative code cacheline misses per kilo instruction ,,4.5,IcMiss,,,i,,,,,
